frame,time,stage1_vel,stage1_alt,stage2_vel,stage2_alt
7232,0:04:01.066667,1928.08352,117482.11200000001,2132.82784,120700.8
7236,0:04:01.200000,1927.1894399999999,117482.11200000001,2133.27488,120700.8
7240,0:04:01.333333,1927.1894399999999,117482.11200000001,2133.27488,120700.8
7244,0:04:01.466667,1926.7423999999999,117482.11200000001,2134.16896,120700.8
7248,0:04:01.600000,1923.61312,117482.11200000001,2134.616,120700.8
7252,0:04:01.733333,1925.84832,117482.11200000001,2135.06304,120700.8
7256,0:04:01.866667,1925.84832,117482.11200000001,2135.06304,120700.8
7260,0:04:02,1924.95424,117482.11200000001,2135.95712,120700.8
7264,0:04:02.133333,1924.5072,117482.11200000001,2133.72192,120700.8
7268,0:04:02.266667,1924.5072,117482.11200000001,2136.40416,120700.8
7272,0:04:02.400000,1924.06016,117482.11200000001,2137.29824,120700.8
7276,0:04:02.533333,1923.16608,119091.456,2137.74528,120700.8
7280,0:04:02.666667,1923.16608,119091.456,2137.74528,120700.8
7284,0:04:02.800000,1922.71904,119091.456,2138.19232,122310.144
7288,0:04:02.933333,1922.71904,119091.456,2139.0864,122310.144
7292,0:04:03.066667,1922.272,119091.456,2139.0864,122310.144
7296,0:04:03.200000,1921.37792,119091.456,2139.53344,122310.144
7300,0:04:03.333333,1920.93088,119091.456,2139.98048,122310.144
7304,0:04:03.466667,1920.4838399999999,119091.456,2139.98048,122310.144
7308,0:04:03.600000,1920.4838399999999,119091.456,2140.8745599999997,122310.144
7312,0:04:03.733333,1920.0367999999999,119091.456,2141.3215999999998,122310.144
7316,0:04:03.866667,1920.0367999999999,119091.456,2141.3215999999998,122310.144
7320,0:04:04,1919.14272,119091.456,2142.21568,122310.144
7324,0:04:04.133333,1918.69568,119091.456,2142.66272,122310.144
7328,0:04:04.266667,1918.69568,119091.456,2138.19232,122310.144
7332,0:04:04.400000,1918.24864,119091.456,2143.10976,122310.144
7336,0:04:04.533333,1918.24864,119091.456,2143.10976,122310.144
7340,0:04:04.666667,1917.8016,119091.456,2144.00384,122310.144
7344,0:04:04.800000,1916.90752,119091.456,2144.45088,122310.144
7348,0:04:04.933333,1916.90752,119091.456,2144.45088,122310.144
7352,0:04:05.066667,1916.01344,119091.456,2145.792,123919.488
7356,0:04:05.200000,1916.01344,119091.456,2145.792,123919.488
7360,0:04:05.333333,1915.5664,119091.456,2146.23904,123919.488
7364,0:04:05.466667,1914.67232,120700.8,2147.13312,123919.488
7368,0:04:05.600000,1914.67232,120700.8,2147.13312,123919.488
7372,0:04:05.733333,1914.2252799999999,120700.8,2147.58016,123919.488
7376,0:04:05.866667,1913.7782399999999,120700.8,2148.47424,123919.488
7380,0:04:06,1913.7782399999999,120700.8,2148.47424,123919.488
7384,0:04:06.133333,1913.3312,120700.8,2148.92128,123919.488
7388,0:04:06.266667,1912.43712,120700.8,2149.36832,123919.488
7392,0:04:06.400000,1912.43712,120700.8,2149.36832,123919.488
7396,0:04:06.533333,1911.99008,120700.8,2150.2624,123919.488
7400,0:04:06.666667,1911.54304,120700.8,2150.70944,123919.488
7404,0:04:06.800000,1911.54304,120700.8,2150.70944,123919.488
7408,0:04:06.933333,1911.096,120700.8,2151.60352,123919.488
7412,0:04:07.066667,1910.64896,120700.8,2152.05056,125528.83200000001
7416,0:04:07.200000,1910.64896,120700.8,2152.05056,125528.83200000001
7420,0:04:07.333333,1909.75488,120700.8,2152.94464,125528.83200000001
7424,0:04:07.466667,1909.30784,120700.8,2153.39168,125528.83200000001
7428,0:04:07.600000,1909.30784,120700.8,2153.39168,125528.83200000001
7432,0:04:07.733333,1909.30784,120700.8,2153.39168,125528.83200000001
7436,0:04:07.866667,1908.41376,120700.8,2154.7327999999998,125528.83200000001
7440,0:04:08,1908.41376,120700.8,2154.7327999999998,125528.83200000001
7444,0:04:08.133333,1908.41376,120700.8,2154.7327999999998,125528.83200000001
7448,0:04:08.266667,1907.0726399999999,122310.144,2155.17984,125528.83200000001
7452,0:04:08.400000,1907.0726399999999,122310.144,2156.07392,125528.83200000001
7456,0:04:08.533333,1906.6256,122310.144,2156.52096,125528.83200000001
7460,0:04:08.666667,1906.6256,122310.144,2156.52096,125528.83200000001
7464,0:04:08.800000,1906.17856,122310.144,2157.41504,125528.83200000001
7468,0:04:08.933333,1905.73152,122310.144,2157.86208,125528.83200000001
7472,0:04:09.066667,1905.73152,122310.144,2157.86208,125528.83200000001
7476,0:04:09.200000,1905.28448,122310.144,2158.75616,125528.83200000001
7480,0:04:09.333333,1904.3904,122310.144,2159.2032,117482.11200000001
7484,0:04:09.466667,1903.94336,122310.144,2159.65024,125528.83200000001
7488,0:04:09.600000,1903.49632,122310.144,2160.54432,117482.11200000001
7492,0:04:09.733333,1903.49632,122310.144,2160.54432,117482.11200000001
7496,0:04:09.866667,1903.04928,122310.144,2160.99136,117482.11200000001
7500,0:04:10,1902.60224,122310.144,2161.88544,117482.11200000001
7504,0:04:10.133333,1902.60224,122310.144,2161.88544,117482.11200000001
7508,0:04:10.266667,1902.1552,122310.144,2162.33248,117482.11200000001
7512,0:04:10.400000,1901.70816,122310.144,2163.22656,117482.11200000001
7516,0:04:10.533333,1901.70816,122310.144,2163.22656,117482.11200000001
7520,0:04:10.666667,1901.70816,122310.144,2163.22656,117482.11200000001
7524,0:04:10.800000,1900.3670399999999,122310.144,2164.56768,117482.11200000001
7528,0:04:10.933333,1900.3670399999999,122310.144,2164.56768,117482.11200000001
7532,0:04:11.066667,1899.92,122310.144,2165.01472,117482.11200000001
7536,0:04:11.200000,1899.92,122310.144,2165.01472,117482.11200000001
7540,0:04:11.333333,1899.47296,123919.488,2165.9088,117482.11200000001
7544,0:04:11.466667,1899.02592,123919.488,2166.35584,128747.52
7548,0:04:11.600000,1898.57888,123919.488,2167.2499199999997,128747.52
7552,0:04:11.733333,1898.57888,123919.488,2167.2499199999997,128747.52
7556,0:04:11.866667,1898.57888,123919.488,2167.2499199999997,128747.52
7560,0:04:12,1898.13184,123919.488,2167.6969599999998,128747.52
7564,0:04:12.133333,1897.23776,123919.488,2168.59104,128747.52
7568,0:04:12.266667,1897.23776,123919.488,2168.59104,128747.52
7572,0:04:12.400000,1896.79072,123919.488,2169.03808,128747.52
7576,0:04:12.533333,1896.34368,123919.488,2169.93216,128747.52
7580,0:04:12.666667,1896.34368,123919.488,2169.93216,128747.52
7584,0:04:12.800000,1895.89664,123919.488,2170.3792,128747.52
7588,0:04:12.933333,1895.4496,123919.488,2171.27328,128747.52
7592,0:04:13.066667,1895.4496,123919.488,2171.27328,128747.52
7596,0:04:13.200000,1895.00256,123919.488,2171.72032,128747.52
7600,0:04:13.333333,1894.55552,123919.488,2172.6144,128747.52
7604,0:04:13.466667,1894.1084799999999,123919.488,2173.06144,128747.52
7608,0:04:13.600000,1894.1084799999999,123919.488,2173.06144,128747.52
7612,0:04:13.733333,1893.6614399999999,123919.488,2173.95552,140012.928
7616,0:04:13.866667,1893.6614399999999,123919.488,2173.95552,140012.928
7620,0:04:14,1893.2144,123919.488,2174.40256,140012.928
7624,0:04:14.133333,1892.32032,123919.488,2175.29664,140012.928
7628,0:04:14.266667,1891.87328,123919.488,2175.74368,140012.928
7632,0:04:14.400000,1891.42624,125528.83200000001,2176.63776,140012.928
7636,0:04:14.533333,1890.9792,125528.83200000001,2177.0848,140012.928
7640,0:04:14.666667,1890.9792,125528.83200000001,2177.0848,140012.928
7644,0:04:14.800000,1890.53216,125528.83200000001,2177.97888,140012.928
7648,0:04:14.933333,1890.08512,125528.83200000001,2178.42592,140012.928
7652,0:04:15.066667,1890.08512,125528.83200000001,2178.42592,140012.928
7656,0:04:15.200000,1889.63808,125528.83200000001,2179.32,140012.928
7660,0:04:15.333333,1889.19104,125528.83200000001,2180.2140799999997,140012.928
7664,0:04:15.466667,1889.19104,125528.83200000001,2180.2140799999997,140012.928
7668,0:04:15.600000,1888.744,125528.83200000001,2180.6611199999998,140012.928
7672,0:04:15.733333,1888.29696,125528.83200000001,2181.5552,140012.928
7676,0:04:15.866667,1888.29696,125528.83200000001,2181.5552,140012.928
7680,0:04:16,1888.29696,125528.83200000001,2181.5552,131966.208
7684,0:04:16.133333,1887.8499199999999,125528.83200000001,2182.00224,131966.208
7688,0:04:16.266667,1887.4028799999999,125528.83200000001,2182.89632,131966.208
7692,0:04:16.400000,1887.4028799999999,125528.83200000001,2182.89632,131966.208
7696,0:04:16.533333,1887.4028799999999,125528.83200000001,2182.89632,131966.208
7700,0:04:16.666667,1889.63808,125528.83200000001,2183.34336,131966.208
7704,0:04:16.800000,1886.5088,125528.83200000001,2184.23744,131966.208
7708,0:04:16.933333,1886.06176,125528.83200000001,2184.68448,131966.208
7712,0:04:17.066667,1886.06176,125528.83200000001,2184.68448,131966.208
7716,0:04:17.200000,1885.16768,125528.83200000001,2185.57856,131966.208
7720,0:04:17.333333,1884.72064,125528.83200000001,2186.0256,131966.208
7724,0:04:17.466667,1884.72064,125528.83200000001,2186.0256,131966.208
7728,0:04:17.600000,1884.2736,125528.83200000001,2186.91968,131966.208
7732,0:04:17.733333,1883.82656,127138.176,2187.81376,131966.208
7736,0:04:17.866667,1883.82656,127138.176,2187.81376,131966.208
7740,0:04:18,1883.37952,127138.176,2188.2608,131966.208
7744,0:04:18.133333,1882.93248,127138.176,2189.15488,131966.208
7748,0:04:18.266667,1882.93248,127138.176,2189.15488,131966.208
7752,0:04:18.400000,1882.48544,127138.176,2189.60192,133575.552
7756,0:04:18.533333,1882.0384,127138.176,1922.272,133575.552
7760,0:04:18.666667,1882.0384,127138.176,1922.272,133575.552
7764,0:04:18.800000,1878.90912,127138.176,2190.94304,133575.552
7768,0:04:18.933333,1878.90912,127138.176,2190.94304,133575.552
7772,0:04:19.066667,1881.1443199999999,127138.176,1923.61312,133575.552
7776,0:04:19.200000,1880.6972799999999,127138.176,2192.7312,133575.552
7780,0:04:19.333333,1880.25024,127138.176,1924.95424,133575.552
7784,0:04:19.466667,1880.25024,127138.176,1924.95424,133575.552
7788,0:04:19.600000,1879.8032,127138.176,1925.84832,133575.552
7792,0:04:19.733333,1879.8032,127138.176,1925.84832,133575.552
7796,0:04:19.866667,1879.35616,127138.176,2194.51936,133575.552
7800,0:04:20,1878.90912,127138.176,2195.41344,133575.552
7804,0:04:20.133333,1878.46208,127138.176,2196.30752,133575.552
7808,0:04:20.266667,1878.46208,127138.176,2196.30752,133575.552
7812,0:04:20.400000,1880.6972799999999,127138.176,2196.75456,133575.552
7816,0:04:20.533333,1877.568,127138.176,2197.64864,133575.552
7820,0:04:20.666667,1877.568,127138.176,2197.64864,133575.552
7824,0:04:20.800000,1877.12096,127138.176,2198.09568,135184.896
7828,0:04:20.933333,1876.67392,127138.176,2198.98976,135184.896
7832,0:04:21.066667,1876.67392,127138.176,2198.98976,135184.896
7836,0:04:21.200000,1876.22688,127138.176,2199.88384,135184.896
7840,0:04:21.333333,1875.77984,127138.176,2200.33088,135184.896
7844,0:04:21.466667,1875.77984,127138.176,2200.33088,135184.896
7848,0:04:21.600000,1875.77984,128747.52,2201.22496,135184.896
7852,0:04:21.733333,1875.3328,128747.52,2201.672,135184.896
7856,0:04:21.866667,1875.3328,128747.52,2201.672,135184.896
7860,0:04:22,1874.88576,128747.52,2202.56608,135184.896
7864,0:04:22.133333,1874.88576,128747.52,2202.56608,135184.896
7868,0:04:22.266667,1874.4387199999999,128747.52,2203.46016,135184.896
7872,0:04:22.400000,1873.9916799999999,128747.52,2203.9072,135184.896
7876,0:04:22.533333,1873.54464,128747.52,2204.80128,135184.896
7880,0:04:22.666667,1873.54464,128747.52,2204.80128,135184.896
7884,0:04:22.800000,1873.0976,128747.52,2205.69536,135184.896
7888,0:04:22.933333,1872.65056,128747.52,2206.1424,135184.896
7892,0:04:23.066667,1872.20352,128747.52,2207.0364799999998,136794.24
7896,0:04:23.200000,1872.20352,128747.52,2207.0364799999998,136794.24
7900,0:04:23.333333,1871.75648,128747.52,2207.4835199999998,136794.24
7904,0:04:23.466667,1871.75648,128747.52,2207.4835199999998,136794.24
7908,0:04:23.600000,1871.30944,128747.52,1940.1535999999999,136794.24
7912,0:04:23.733333,1870.8624,128747.52,2209.27168,136794.24
7916,0:04:23.866667,1870.41536,128747.52,1941.49472,136794.24
7920,0:04:24,1870.41536,128747.52,1941.49472,136794.24
7924,0:04:24.133333,1869.96832,128747.52,1942.3888,136794.24
7928,0:04:24.266667,1869.96832,128747.52,2211.50688,136794.24
7932,0:04:24.400000,1869.96832,128747.52,2211.50688,136794.24
7936,0:04:24.533333,1869.52128,128747.52,1943.72992,136794.24
7940,0:04:24.666667,1871.75648,128747.52,2212.848,136794.24
7944,0:04:24.800000,1871.75648,128747.52,2212.848,136794.24
7948,0:04:24.933333,1868.6272,128747.52,2213.74208,136794.24
7952,0:04:25.066667,1868.6272,128747.52,2213.74208,136794.24
7956,0:04:25.200000,1865.49792,128747.52,2214.18912,136794.24
7960,0:04:25.333333,1867.7331199999999,140012.928,2215.0832,138403.584
7964,0:04:25.466667,1867.28608,140012.928,2215.97728,138403.584
7968,0:04:25.600000,1867.28608,130356.864,2215.97728,138403.584
7972,0:04:25.733333,1866.83904,130356.864,2216.42432,138403.584
7976,0:04:25.866667,1866.392,130356.864,2217.3184,138403.584
7980,0:04:26,1866.392,130356.864,2217.3184,138403.584
7984,0:04:26.133333,1865.94496,130356.864,2218.21248,138403.584
7988,0:04:26.266667,1865.94496,130356.864,2218.21248,138403.584
7992,0:04:26.400000,1865.94496,130356.864,2218.65952,138403.584
7996,0:04:26.533333,1865.49792,130356.864,2219.5536,138403.584
8000,0:04:26.666667,1865.49792,130356.864,2219.5536,138403.584
8004,0:04:26.800000,1865.05088,130356.864,2220.4476799999998,138403.584
8008,0:04:26.933333,1864.60384,130356.864,2220.89472,138403.584
8012,0:04:27.066667,1867.28608,130356.864,2220.89472,138403.584
8016,0:04:27.200000,1864.1568,140012.928,2221.7888,138403.584
8020,0:04:27.333333,1863.70976,130356.864,2222.68288,138403.584
8024,0:04:27.466667,1863.70976,130356.864,2222.68288,138403.584
8028,0:04:27.600000,1863.26272,140012.928,2223.12992,138403.584
8032,0:04:27.733333,1863.26272,130356.864,2224.024,138403.584
8036,0:04:27.866667,1863.26272,130356.864,2224.024,138403.584
8040,0:04:28,1862.81568,130356.864,2224.91808,140012.928
8044,0:04:28.133333,1862.81568,130356.864,2224.91808,140012.928
8048,0:04:28.266667,1862.36864,130356.864,2225.36512,140012.928
8052,0:04:28.400000,1861.9216,130356.864,2226.2592,140012.928
8056,0:04:28.533333,1861.4745599999999,130356.864,2227.15328,140012.928
8060,0:04:28.666667,1861.4745599999999,130356.864,2227.15328,140012.928
8064,0:04:28.800000,1861.0275199999999,130356.864,2227.60032,140012.928
8068,0:04:28.933333,1861.0275199999999,130356.864,2228.4944,140012.928
8072,0:04:29.066667,1861.0275199999999,130356.864,2228.4944,140012.928
8076,0:04:29.200000,1860.58048,130356.864,2229.38848,140012.928
8080,0:04:29.333333,1860.13344,130356.864,2230.28256,140012.928
8084,0:04:29.466667,1862.81568,130356.864,2230.28256,140012.928
8088,0:04:29.600000,1859.6864,131966.208,2230.7296,140012.928
8092,0:04:29.733333,1859.23936,131966.208,2231.62368,140012.928
8096,0:04:29.866667,1859.23936,131966.208,2231.62368,140012.928
8100,0:04:30,1858.79232,131966.208,2232.9647999999997,140012.928
8104,0:04:30.133333,1858.79232,131966.208,1964.7408,140012.928
8108,0:04:30.266667,1858.34528,131966.208,2233.8588799999998,141622.272
8112,0:04:30.400000,1857.89824,131966.208,1966.5289599999999,141622.272
8116,0:04:30.533333,1857.89824,131966.208,2234.75296,141622.272
8120,0:04:30.666667,1857.4512,131966.208,2235.2,141622.272
8124,0:04:30.800000,1857.00416,131966.208,2236.09408,141622.272
8128,0:04:30.933333,1857.00416,131966.208,2236.09408,141622.272
8132,0:04:31.066667,1857.00416,131966.208,2236.98816,141622.272
8136,0:04:31.200000,1857.00416,131966.208,2236.98816,141622.272
8140,0:04:31.333333,1856.55712,131966.208,2237.88224,141622.272
8144,0:04:31.466667,1856.11008,131966.208,2238.32928,141622.272
8148,0:04:31.600000,1856.11008,131966.208,2238.32928,141622.272
8152,0:04:31.733333,1855.66304,131966.208,2236.54112,141622.272
8156,0:04:31.866667,1855.66304,131966.208,2236.54112,141622.272
8160,0:04:32,1855.66304,131966.208,2242.79968,141622.272
8164,0:04:32.133333,1855.216,131966.208,2241.01152,141622.272
8168,0:04:32.266667,1855.216,131966.208,2241.01152,141622.272
8172,0:04:32.400000,1854.7689599999999,131966.208,2241.45856,141622.272
8176,0:04:32.533333,1854.3219199999999,131966.208,2242.35264,141622.272
8180,0:04:32.666667,1854.3219199999999,131966.208,2242.35264,141622.272
8184,0:04:32.800000,1854.3219199999999,131966.208,2243.24672,141622.272
8188,0:04:32.933333,1853.87488,131966.208,2244.1408,143231.616
8192,0:04:33.066667,1853.87488,131966.208,2244.1408,143231.616
8196,0:04:33.200000,1853.42784,131966.208,2247.27008,143231.616
8200,0:04:33.333333,1852.9808,131966.208,2245.48192,143231.616
8204,0:04:33.466667,1852.9808,131966.208,2245.48192,143231.616
8208,0:04:33.600000,1852.9808,131966.208,2246.3759999999997,143231.616
8212,0:04:33.733333,1852.53376,131966.208,2247.27008,143231.616
8216,0:04:33.866667,1852.53376,131966.208,2247.27008,143231.616
8220,0:04:34,1852.08672,131966.208,2247.71712,143231.616
8224,0:04:34.133333,1851.63968,131966.208,2248.6112,143231.616
8228,0:04:34.266667,1851.63968,131966.208,2248.6112,143231.616
8232,0:04:34.400000,1851.63968,133575.552,2249.50528,143231.616
8236,0:04:34.533333,1853.87488,133575.552,2250.39936,143231.616
8240,0:04:34.666667,1853.87488,133575.552,2250.39936,143231.616
8244,0:04:34.800000,1850.7456,133575.552,2250.8464,143231.616
8248,0:04:34.933333,1850.29856,133575.552,2251.74048,143231.616
8252,0:04:35.066667,1850.29856,133575.552,2251.74048,143231.616
8256,0:04:35.200000,1850.29856,133575.552,2252.63456,143231.616
8260,0:04:35.333333,1850.29856,133575.552,2252.63456,143231.616
8264,0:04:35.466667,1849.85152,133575.552,2256.21088,143231.616
8268,0:04:35.600000,1849.40448,133575.552,2253.97568,128747.52
8272,0:04:35.733333,1849.40448,133575.552,2254.86976,128747.52
8276,0:04:35.866667,1849.40448,133575.552,2254.86976,128747.52
8280,0:04:36,1848.95744,133575.552,2255.76384,128747.52
8284,0:04:36.133333,1848.5104,133575.552,2256.65792,128747.52
8288,0:04:36.266667,1848.5104,133575.552,2256.65792,128747.52
8292,0:04:36.400000,1848.5104,133575.552,2257.552,128747.52
8296,0:04:36.533333,1848.0633599999999,133575.552,2257.99904,128747.52
8300,0:04:36.666667,1848.0633599999999,133575.552,2257.99904,128747.52
8304,0:04:36.800000,1847.6163199999999,133575.552,2258.89312,128747.52
8308,0:04:36.933333,1847.6163199999999,133575.552,2259.7871999999998,128747.52
8312,0:04:37.066667,1847.6163199999999,133575.552,2259.7871999999998,128747.52
8316,0:04:37.200000,1847.16928,133575.552,2260.68128,128747.52
8320,0:04:37.333333,1846.72224,133575.552,2261.12832,128747.52
8324,0:04:37.466667,1846.72224,133575.552,2261.12832,128747.52
8328,0:04:37.600000,1846.72224,133575.552,2262.0224,128747.52
8332,0:04:37.733333,1846.2752,133575.552,2262.91648,128747.52
8336,0:04:37.866667,1846.2752,133575.552,2262.91648,128747.52
8340,0:04:38,1845.82816,133575.552,2263.81056,128747.52
8344,0:04:38.133333,1845.82816,133575.552,2264.70464,146450.304
8348,0:04:38.266667,1845.82816,133575.552,2264.70464,146450.304
8352,0:04:38.400000,1845.38112,133575.552,2265.15168,146450.304
8356,0:04:38.533333,1844.93408,133575.552,2266.04576,146450.304
8360,0:04:38.666667,1844.93408,133575.552,2269.62208,146450.304
8364,0:04:38.800000,1844.93408,133575.552,2269.62208,146450.304
8368,0:04:38.933333,1844.48704,133575.552,2267.83392,146450.304
8372,0:04:39.066667,1844.04,133575.552,2268.728,146450.304
8376,0:04:39.200000,1844.04,133575.552,2269.17504,146450.304
8380,0:04:39.333333,1844.04,133575.552,2269.17504,146450.304
8384,0:04:39.466667,1843.59296,135184.896,2270.06912,146450.304
8388,0:04:39.600000,1843.59296,135184.896,2270.9632,146450.304
8392,0:04:39.733333,1843.59296,135184.896,2270.9632,146450.304
8396,0:04:39.866667,1843.14592,135184.896,2271.85728,146450.304
8400,0:04:40,1843.14592,135184.896,2271.85728,146450.304
8404,0:04:40.133333,1842.69888,135184.896,2272.7513599999997,146450.304
8408,0:04:40.266667,1842.69888,135184.896,2273.64544,146450.304
8412,0:04:40.400000,1842.69888,135184.896,2273.64544,146450.304
8416,0:04:40.533333,1844.93408,135184.896,2274.09248,146450.304
8420,0:04:40.666667,1841.8048,135184.896,2274.98656,131966.208
8424,0:04:40.800000,1841.8048,135184.896,2278.56288,131966.208
8428,0:04:40.933333,1841.8048,135184.896,2278.56288,131966.208
8432,0:04:41.066667,1841.3577599999999,135184.896,2272.30432,131966.208
8436,0:04:41.200000,1841.3577599999999,135184.896,2272.30432,131966.208
8440,0:04:41.333333,1841.3577599999999,135184.896,2273.1983999999998,131966.208
8444,0:04:41.466667,1840.91072,135184.896,2278.56288,131966.208
8448,0:04:41.600000,1840.91072,135184.896,2278.56288,131966.208
8452,0:04:41.733333,1840.46368,135184.896,2274.53952,131966.208
8456,0:04:41.866667,1840.46368,135184.896,2279.904,131966.208
8460,0:04:42,1840.46368,135184.896,2279.904,131966.208
8464,0:04:42.133333,1840.01664,135184.896,2280.79808,131966.208
8468,0:04:42.266667,1840.01664,135184.896,2281.69216,131966.208
8472,0:04:42.400000,1840.01664,135184.896,2281.69216,131966.208
8476,0:04:42.533333,1839.5696,135184.896,2282.58624,131966.208
8480,0:04:42.666667,1839.5696,135184.896,2283.48032,131966.208
8484,0:04:42.800000,1839.5696,135184.896,2283.48032,131966.208
8488,0:04:42.933333,1839.12256,135184.896,2281.24512,131966.208
8492,0:04:43.066667,1839.12256,135184.896,2287.50368,131966.208
8496,0:04:43.200000,1839.12256,135184.896,2287.50368,131966.208
8500,0:04:43.333333,1838.67552,135184.896,2285.7155199999997,133575.552
8504,0:04:43.466667,1838.22848,135184.896,2286.6096,133575.552
8508,0:04:43.600000,1838.22848,135184.896,2286.6096,133575.552
8512,0:04:43.733333,1838.22848,135184.896,2287.50368,133575.552
8516,0:04:43.866667,1840.46368,135184.896,2288.39776,133575.552
8520,0:04:44,1840.46368,135184.896,2288.39776,133575.552
8524,0:04:44.133333,1840.46368,135184.896,2291.97408,133575.552
8528,0:04:44.266667,1837.3344,135184.896,2289.73888,133575.552
8532,0:04:44.400000,1837.3344,135184.896,2289.73888,133575.552
8536,0:04:44.533333,1837.3344,135184.896,2290.63296,133575.552
8540,0:04:44.666667,1834.20512,135184.896,2291.52704,133575.552
8544,0:04:44.800000,1834.20512,135184.896,2291.52704,133575.552
8548,0:04:44.933333,1834.20512,135184.896,2292.42112,133575.552
8552,0:04:45.066667,1834.20512,135184.896,2292.42112,133575.552
8556,0:04:45.200000,1836.44032,135184.896,2293.3152,133575.552
8560,0:04:45.333333,1836.44032,135184.896,2294.20928,133575.552
8564,0:04:45.466667,1836.44032,135184.896,2294.20928,133575.552
8568,0:04:45.600000,1835.99328,135184.896,2295.10336,133575.552
8572,0:04:45.733333,1835.99328,135184.896,2295.99744,133575.552
8576,0:04:45.866667,1835.54624,136794.24,2296.44448,133575.552
8580,0:04:46,1835.54624,136794.24,2296.44448,133575.552
8584,0:04:46.133333,1835.54624,136794.24,2297.33856,135184.896
8588,0:04:46.266667,1835.0991999999999,136794.24,2300.91488,151278.336
8592,0:04:46.400000,1835.0991999999999,136794.24,2300.91488,135184.896
8596,0:04:46.533333,1835.0991999999999,136794.24,2299.1267199999998,135184.896
8600,0:04:46.666667,1834.6521599999999,136794.24,2300.0208,151278.336
8604,0:04:46.800000,1834.6521599999999,136794.24,2300.91488,151278.336
8608,0:04:46.933333,1834.6521599999999,136794.24,2300.91488,151278.336
8612,0:04:47.066667,1834.20512,136794.24,2299.1267199999998,151278.336
8616,0:04:47.200000,1834.20512,136794.24,2305.38528,151278.336
8620,0:04:47.333333,1834.20512,136794.24,2302.70304,151278.336
8624,0:04:47.466667,1833.75808,136794.24,2303.59712,151278.336
8628,0:04:47.600000,1833.75808,136794.24,2304.04416,151278.336
8632,0:04:47.733333,1833.75808,136794.24,2304.04416,151278.336
8636,0:04:47.866667,1835.99328,136794.24,2304.93824,151278.336
8640,0:04:48,1835.99328,136794.24,2305.83232,151278.336
8644,0:04:48.133333,1835.99328,136794.24,2305.83232,151278.336
8648,0:04:48.266667,1832.864,136794.24,2306.7264,151278.336
8652,0:04:48.400000,1832.864,136794.24,2307.62048,151278.336
8656,0:04:48.533333,1832.864,136794.24,2307.62048,151278.336
8660,0:04:48.666667,1827.9465599999999,136794.24,2308.51456,151278.336
8664,0:04:48.800000,1827.9465599999999,136794.24,2309.40864,151278.336
8668,0:04:48.933333,1827.9465599999999,136794.24,2309.40864,151278.336
8672,0:04:49.066667,1827.9465599999999,136794.24,2310.30272,136794.24
8676,0:04:49.200000,1827.9465599999999,136794.24,2310.30272,136794.24
8680,0:04:49.333333,1827.49952,136794.24,2311.1968,136794.24
8684,0:04:49.466667,1827.49952,136794.24,2312.0908799999997,136794.24
8688,0:04:49.600000,1827.49952,136794.24,2312.0908799999997,136794.24
8692,0:04:49.733333,1831.52288,136794.24,2312.98496,136794.24
8696,0:04:49.866667,1831.52288,136794.24,2312.98496,136794.24
8700,0:04:50,1831.07584,136794.24,2314.32608,136794.24
8704,0:04:50.133333,1831.07584,136794.24,2314.32608,136794.24
8708,0:04:50.266667,1831.07584,136794.24,2314.32608,136794.24
8712,0:04:50.400000,1831.07584,136794.24,2315.22016,136794.24
8716,0:04:50.533333,1831.07584,136794.24,2318.79648,136794.24
8720,0:04:50.666667,1831.07584,136794.24,2318.79648,136794.24
8724,0:04:50.800000,1826.1584,136794.24,2317.00832,136794.24
8728,0:04:50.933333,1826.1584,136794.24,2317.00832,136794.24
8732,0:04:51.066667,1826.1584,136794.24,2317.9024,136794.24
8736,0:04:51.200000,1830.18176,136794.24,2318.79648,136794.24
8740,0:04:51.333333,1830.18176,136794.24,2319.69056,136794.24
8744,0:04:51.466667,1830.18176,136794.24,2323.26688,136794.24
8748,0:04:51.600000,1825.26432,136794.24,2321.47872,136794.24
8752,0:04:51.733333,1825.26432,136794.24,2321.47872,136794.24
8756,0:04:51.866667,1825.26432,136794.24,2317.9024,154497.024
8760,0:04:52,1824.81728,136794.24,2323.26688,154497.024
8764,0:04:52.133333,1824.81728,136794.24,2323.26688,154497.024
8768,0:04:52.266667,1824.81728,136794.24,2323.26688,154497.024
8772,0:04:52.400000,1824.81728,136794.24,2319.69056,154497.024
8776,0:04:52.533333,1824.81728,136794.24,2325.05504,154497.024
8780,0:04:52.666667,1824.81728,136794.24,2325.05504,154497.024
8784,0:04:52.800000,1824.81728,136794.24,2325.05504,154497.024
8788,0:04:52.933333,1831.52288,136794.24,2325.9491199999998,154497.024
8792,0:04:53.066667,1828.84064,136794.24,2326.8432,154497.024
8796,0:04:53.200000,1823.9232,136794.24,2327.73728,154497.024
8800,0:04:53.333333,1823.9232,136794.24,2328.63136,154497.024
8804,0:04:53.466667,1823.9232,136794.24,2328.63136,154497.024
8808,0:04:53.600000,1823.9232,136794.24,2329.52544,154497.024
8812,0:04:53.733333,1823.9232,136794.24,2329.52544,154497.024
8816,0:04:53.866667,1827.9465599999999,136794.24,2330.41952,154497.024
8820,0:04:54,1827.9465599999999,136794.24,2331.3136,154497.024
8824,0:04:54.133333,1827.9465599999999,136794.24,2332.20768,154497.024
